precision,recall,f1,support,accuracy,overlap,pred_0,pred_1,acc_0,acc_1,smpl_0,smpl_1
0.9957983193277311,0.9294117647058824,0.9614604462474645,,0.9907632474477395,True,1819,238,1802,255,27342,5054
